cid,text,time,author,channel,votes,photo,heart
UgzcyQehLI1bdBfB5a54AaABAg,Thank you so much. It really helped me get a head start on using BERT in my other projects. Looking forward to seeing your future videos.,2 years ago,Sriram Venkata Subrahmanyam Veturi,UCJe_eIwCc8GViAZDv6YzTgg,0,https://yt3.ggpht.com/ytc/AKedOLTQPxEkLOvH9deVp6bI3EHDY1UmzCJUpFxYc2DGNg=s176-c-k-c0x00ffffff-no-rj,1.0
UgypqWl-l75d8D_vGkh4AaABAg,Simplicity along with Awesomeness,1 year ago,Manish Bhatia,UC-d8SkE-VY0HgeVcKCvujsQ,0,https://yt3.ggpht.com/ytc/AKedOLR402gI5CqrbfWke6YqiEG-C--H_s6ryGqf81nbrA=s176-c-k-c0x00ffffff-no-rj,1.0
UgxDaEe3cggNR-TrdF14AaABAg,"amazing stuff! truly end-to-end with no external code copy-pastes, this is how every coding tutorial should be!",1 year ago,whatever...,UCyuo9sKMV-_8OoP_aftcf9A,3,https://yt3.ggpht.com/WdE8sruYHwg9IMqZfeckyRgSVFpqnUD5NiHX9p7fmbE_XDtmzSaoSNxh0qiSNIxUusHSs9CZ-Q=s176-c-k-c0x00ffffff-no-rj,1.0
Ugzid1UivNfcXe16QpF4AaABAg,This video helped me a lot! I'm a very beginner in NLP and Bert. Impressive basic Bert model using Pytorch. Thank you !,2 years ago,신백균,UCqFX3sCS713pL328CNtqlxg,0,https://yt3.ggpht.com/ytc/AKedOLQ01iBLic2IbXcE82WbD02Upk3qSrH8Gy0fgQ=s176-c-k-c0x00ffffff-no-rj,1.0
UgwdwOtTUnIFvT3bkp54AaABAg,Thank you for the session on BERT and deployment Abhishek ..Looking forward to learn more advanced ML stuff from you .,2 years ago,Deepak Kumar Suresh,UCjNyd07dQjYRZ9fJTN0_hAA,0,https://yt3.ggpht.com/ytc/AKedOLTMXjmJO1_SUaBe7fnsJJAniuGYtnYNrO8QTRtboQ=s176-c-k-c0x00ffffff-no-rj,1.0
Ugx1K7vkQzvMUoKGc3J4AaABAg,"Thanks a lot fro posting these videos, it is very much helpful.",2 years ago (edited),Hari Mohan,UCF69LKRrzT5A_Ow7z-lQskg,1,https://yt3.ggpht.com/ytc/AKedOLSu17Vc5-CrYAIkJUnSgNzfU1fEXRf-5ae_ozaSiQ=s176-c-k-c0x00ffffff-no-rj,1.0
UgyGDutIs6AfoDmBAcZ4AaABAg,"Thanks a lot for the video. It provided a structured overview of applying multiple things together.
As a request, can you do a tutorial on using transformers for sequence labeling task and using/customizing various attention layers.
TIA.",2 years ago (edited),dalchemist,UCWQE4zOHWB4VuOggdhMjLXA,1,https://yt3.ggpht.com/ytc/AKedOLTDiugLV_Ob67flnJEgXVBpfOiey2UsmY9PONC5Vw=s176-c-k-c0x00ffffff-no-rj,1.0
UgzQsIK17pMbKA0pYqB4AaABAg,"Hi Abhishek, You did great videos, thank you for your knowledge sharing.
Usually, after developing an application, before development, a testing phase is usually done. I want to learn more about how you do this phase. And if it's possible to make a video about it.",2 years ago,FREE LEARNING,UCgr69S7m0tQDv8cY4QKK5wA,0,https://yt3.ggpht.com/ytc/AKedOLS67mwi8GRaQQV0HjqD2IqOTOxJ3dXmU3iXKi4vrA=s176-c-k-c0x00ffffff-no-rj,1.0
UgykzPqHoZvUMwd0HKp4AaABAg,Easily understandable by a beginner. Can you have a video on Toxic comment classification with Flask?,10 months ago,Shubhesh Swain,UCA3Bsoxw6HMolH-RvS_T9tg,0,https://yt3.ggpht.com/ytc/AKedOLRnpfCBodgeGves1r_hVuPP5HmagvGfIG9zGzTb=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx-o9h1NHDDfVR0fMZ4AaABAg,Thanks for sharing.,2 years ago,Prachi Nagpal,UCiXLy_m07quVbtCN1fbAMuQ,0,https://yt3.ggpht.com/ytc/AKedOLQ4oOj2Xq0F6sVjz_qfd_nEY5yNHoF_ovVf8dyZbA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw3QIobjGVOwtsJDNl4AaABAg,I like the way you code. I started following each and every step of your video. trying to fully understand each andy step in-depth. It took me 12 hours to come to 25:00 min mark of the video. hopefully i can complete your tutorial next week :),2 years ago (edited),Amila Pathirana,UCOVir41Y9sUlEwu6arsi7rg,0,https://yt3.ggpht.com/ytc/AKedOLRdEbVsSRrQMMeE3hvW1ZPIrjyAt1feL3wHOg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx4nuA9fFQC1RQpt-R4AaABAg,"Impressive <3 , I just wanted to know how can I improve a bert model as a starting point for a master project, I thought of optimizing the layers of the transformers",2 years ago,Slimen Bouras,UCEf5Nx9SG9QePS-6amvuPlA,0,https://yt3.ggpht.com/ytc/AKedOLQugPpZV1wncBMfYFDwnN34gz4yaGQoX0dTOwzo=s176-c-k-c0x00ffffff-no-rj,0.0
UgwrrqPVIL-MN2MSHsp4AaABAg,Theres no evidence that dinosaurs didn’t actually sound like that,2 years ago,R SS,UCxVKkYRnsOSdYKEaNUwFG-g,22K,https://yt3.ggpht.com/ytc/AKedOLQ_4nJa7eVV7a1DQg9VSAOfndY-ZqbmVWYVMvxL=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy44QaOxgV4w8UmhNF4AaABAg,"My favorite part about this video is how when the dinosaur says ""Yee"", the music doesn't immediately stop. No, the music fades out, almost in confusion, as to what just occurred.",4 months ago,Dylan,UCyPZ2aq7WrLdOrRtvI3FiDw,2.2K,https://yt3.ggpht.com/ytc/AKedOLRm7fON97IDljO-iMhTgg8za5uELxGBsAgCKdBvoQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgysI0VExUO75cSzFcV4AaABAg,I love how the lil dino looked immediately disappointed of how the big dino just replied with yee,9 months ago,Neil Harris,UC3D7o0omLsRzwFInyCDcWpA,3.5K,https://yt3.ggpht.com/ytc/AKedOLR5bCbdS5v4jNBs1puSjrOdhuiEpS4Ns4o3id-Hyg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzAAPzHAvDeGZrJihd4AaABAg,only real OGs remember this video from the Important Videos playlist,3 months ago,Piccolo54,UCcNFLh0GOXQtXo9sO3aDN0Q,808,https://yt3.ggpht.com/ytc/AKedOLQnNqy1KqrPiltC3ZOGeYc1_UJZt1VfxEmocqPT=s176-c-k-c0x00ffffff-no-rj,0.0
UgyVQes_pCZOybDL8l14AaABAg,"Liking him or not, he's spitting out facts.",1 year ago,Matheus Mariani,UC8mWNEgnGiCofd4nmgBZEew,4.7K,https://yt3.ggpht.com/ytc/AKedOLS06M_v4tbLQhKG0w_SmGzSyg_ySnR0y21cOBb1IQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyntn0vft-ybnC5CKR4AaABAg,"Fun fact, This is an elegant meme, from a more civilized age.",2 months ago,General_Cheese6,UCqau0K0yGXmpps7-MsJLluw,318,https://yt3.ggpht.com/9Ohed-a3BMZUwwmSZDZVngS3205-ANnxvUocnDoBR_hh8LnunApeUllznzWBgJSviqN8ymak=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyi-8CjO6yNXk5LWA14AaABAg,"The smaller dino just looks so dissapointed, like they were practicing this song for ages and the other one forgot his lines again",1 year ago,Airank,UCQfgceWE8-BaFOT1IWNwq4g,2.9K,https://yt3.ggpht.com/ytc/AKedOLSsYTcryDRP4RyRvGK-1O-UpXb9ZvovWr-qn5qmhQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgySVmebB-FpSzbt4R94AaABAg,Kayne really did name himself after a meme; madman,8 months ago,A1Mark892,UC_7IoiURdub6CvK7_xqcjHQ,3.8K,https://yt3.ggpht.com/ytc/AKedOLSDWWYCJ37d5ONxltKDXXjy_PTXZITv9hyCMQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugylp3h1pdSGD21aIDp4AaABAg,This movie played in every shopping center when I grew up. Legendary.,10 months ago,A Random Seaelx,UCki5kS2G19wvNlN3VuxpNgg,5.2K,https://yt3.ggpht.com/ytc/AKedOLT6V9ew1aD4H9chfmUBdfs1i6WuR_w944ohWbafGA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxY110eAvibaWBtUR14AaABAg,"Idk what everyone’s talking about, after the “yee” the little dino looks like he’s got a dumb contented smile on his face. His eyes slump because the yee has pacified him; it’s exactly what he needed to hear.",2 months ago,The World Meme Database,UCQLx7IUiFDpBtf_PDqT_QKQ,64,https://yt3.ggpht.com/IlGVFCS6CIJpYf5v_rysMlmbu-823WYvOBcDPhPBvprlxHaVKJ1xbfpd26bDOV4Pn7zZSNJbjV0=s176-c-k-c0x00ffffff-no-rj,0.0
UgzVyXxZXBEaIg01c-Z4AaABAg,"I owe this video to me saying ""Yes"" like ""Yee"" online for several years.
Thank you, Yee. You will always have a place in my heart.",8 months ago,Sprinkles257,UC3m967Kpu5FdlkoFFgWxmiQ,947,https://yt3.ggpht.com/ytc/AKedOLSg6H4-H-EvlEnm-cMnqe1Uu7n-K8ATKVUX9NIy=s176-c-k-c0x00ffffff-no-rj,0.0
UgwiO7AaayKpvHZkUON4AaABAg,This has aged like a fine wine. It’s even better with that added flavor of nostalgia.,3 weeks ago,idtech,UCU5v-EfEnb41DIIURq6Ilng,21,https://yt3.ggpht.com/ytc/AKedOLTwlbpdpMjGk3fIGdsM4rnNPDsOBc_t5f7hzhrm4Utn6A7UdhuDxqCDyVMPXBws=s176-c-k-c0x00ffffff-no-rj,0.0
UgxlFdVwjdlAs6QC_0V4AaABAg,this is perhaps the youtube version of a historical monument,2 years ago,amber,UCtNVFepaJn4ERzSjNjti9AQ,24K,https://yt3.ggpht.com/ytc/AKedOLRfiQl_idjx4Voc1yjZoKWQP5L3AGUQxQfCZsRAoA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyTwYYcyQ52vgDiC3p4AaABAg,"no one talks about how good the 1st dinosaur sings, looks so happy doing that until... yee",1 year ago,Dan Wolfville,UC-xdqE8bM4lIQFcAz4q7H0g,886,https://yt3.ggpht.com/ytc/AKedOLQ_nGXvj_MlKUIgz4TSbcvh07mPtrHCbsh2yVKo=s176-c-k-c0x00ffffff-no-rj,0.0
Ugys1_TA8xKwjPxre1V4AaABAg,"I love how as soon as the big dinosaur says yee, the small one is just there like “we’ve been doing this for hours, say your lines dumbass”",5 months ago,Unused,UCe-aYErrfxRzM2RlanpiJtQ,428,https://yt3.ggpht.com/ytc/AKedOLRdNKo2tXnWQdA0nKCSfZL3j5AIHBEUfdF79QPl=s176-c-k-c0x00ffffff-no-rj,0.0
UgwymcJApnBF8tctrCx4AaABAg,"Welcome back to the playlist, brave soldier.",3 weeks ago,LuigiTSG,UCTdvr6Kf1aePV8FmC4Q30PQ,30,https://yt3.ggpht.com/ytc/AKedOLQYxKUaMWRDDKvlqSZZjkhTkI01VHARruCuFWpOyQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx_CqVwnlTwUwuSTGl4AaABAg,"86M people have seen this masterpiece in meme culture. Bravo revergo, you're a legend.",9 months ago,mercerclone,UCL32itdvxkmP5EJ6eubOH8w,331,https://yt3.ggpht.com/UaKxvEjYhaxScLRohw-9ZHgK8tIKHEaPgWDX_39Ej4QAkUg7Y46G55JKKEnaRM3oBRNjzp0k4g=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz4vU5KPVUeA7o4STJ4AaABAg,The big dino was roasting the small one for his Yee Yee Ass haircut,2 months ago,FrankM1798,UCk1s7qZCAMqftVcm0GP3_Ng,54,https://yt3.ggpht.com/3jCSaPxa3U6gsSM6AwNLiLNm-RBPvfNhf7xlpDRFNaG_sEyW5eLo4PBlGpuXm2PiLLn8R_Z0Qw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzm21PayfUUEc3tLHh4AaABAg,"Dino: Yee
Everyone: this says a lot about our society",2 years ago,Šfyżįę_ICE,UC2U-LjD6RCIW66LgsRagiPg,3.3K,https://yt3.ggpht.com/31EWIf89a6g8AKcWFc7dQHM4wE0R9VXO-lI58KPS0jEW-lSvtdQWv9uhZH5Gg6gOZ_lS3RiRlQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzP5NmdHhjgTKYyAMh4AaABAg,"I have no words to describe how amazing this masterpiece is, I cried with emotion when I saw this thing for the first time, wonderful animation, amazing audio quality, perfect soundtrack... This is art.",10 months ago,esposa da sua mãe,UCko97naK7bDHepnZ-Rn2fwA,289,https://yt3.ggpht.com/oy48eBTNAaPyVTaHlD09KTwTDfGWSyuxQ_1hCJgLzFbJpf5KBuZoX_YEObiLReU-ZFdEqDzWFA=s176-c-k-c0x00ffffff-no-rj,0.0
